x,y,episodes
1.1543097213406135,-14.319098474036176,"Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading | Lex Fridman Podcast #159"
0.7006382722590458,-17.400021285541488,"Brendan Eich: JavaScript, Firefox, Mozilla, and Brave | Lex Fridman Podcast #160"
-17.553074279751545,-17.45678091970222,"Jason Calacanis: Startups, Angel Investing, Capitalism, and Friendship | Lex Fridman Podcast #161"
22.78468687392511,19.137211335068397,"Jim Keller: The Future of Computing, AI, Life, and Consciousness | Lex Fridman Podcast #162"
-12.142142912038087,2.962606896028285,"Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics | Lex Fridman Podcast #163"
-0.919064026324727,29.5326472789379,"Andrew Huberman: Sleep, Dreams, Creativity, Fasting, and Neuroplasticity | Lex Fridman Podcast #164"
-20.75073773329663,2.876230561215863,"Josh Barnett: Philosophy of Violence, Power, and the Martial Arts | Lex Fridman #165"
-6.569993396456231,-3.3992977519127487,"Cal Newport: Deep Work, Focus, Productivity, Email, and Social Media | Lex Fridman Podcast #166"
-23.569047523882002,-5.682978872329815,"Saagar Enjeti: Politics, History, and Power | Lex Fridman Podcast #167"
-11.061449643554571,-19.960273119641016,"Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum | Lex Fridman Podcast #168"
-2.0153865906426844,-6.866055878574946,Ryan Hall: Solving Martial Arts from First Principles | Lex Fridman Podcast #169
-21.95458846261811,8.56178058771487,Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil | Lex Fridman Podcast #170
-19.043061936791812,-22.052615613741967,Anthony Pompliano: Bitcoin | Lex Fridman Podcast #171
-10.539824477595166,-9.561697821307764,Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses | Lex Fridman Podcast #172
-8.44341695355259,-17.132934394386112,"Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates | Lex Fridman Podcast #173"
-17.97724791025537,1.7043140242282395,Tyler Cowen: Economic Growth & the Fight Against Conformity & Mediocrity | Lex Fridman Podcast #174
-21.755611647801157,-1.6512649474396044,Yannis Pappas: History and Comedy | Lex Fridman Podcast #175
-13.027166803348498,-13.886620819875391,Robert Breedlove: Philosophy of Bitcoin from First Principles | Lex Fridman Podcast #176
28.601630098574685,11.532303071860591,Risto Miikkulainen: Neuroevolution and Evolutionary Computation | Lex Fridman Podcast #177
-20.042892859015982,3.4538696167644383,"Michael Malice and Yaron Brook: Ayn Rand, Human Nature, and Anarchy | Lex Fridman Podcast #178"
-13.401097274505926,-1.2023750279868133,Georges St-Pierre: The Science of Fighting | Lex Fridman Podcast #179
-26.9004537840449,-8.673712684859861,Jeremi Suri: History of American Power | Lex Fridman Podcast #180
-0.04506645565214268,-21.633092448475857,"Sergey Nazarov: Chainlink, Smart Contracts, and Oracle Networks | Lex Fridman Podcast #181"
-15.585683123091487,-5.2004808735058194,"John Danaher: The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA | Lex Fridman Podcast #182"
0.951818684615912,-12.604850546323492,"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics & Contact Tracing | Lex Fridman Podcast #183"
-1.0992386407612955,8.125338963442013,"Katherine de Kleer: Planets, Moons, Asteroids & Life in Our Solar System | Lex Fridman Podcast #184"
